"Step","20-agents - total_rewards","20-agents - total_rewards__MIN","20-agents - total_rewards__MAX","15-agents - total_rewards","15-agents - total_rewards__MIN","15-agents - total_rewards__MAX","10-agents - total_rewards","10-agents - total_rewards__MIN","10-agents - total_rewards__MAX","5-agents - total_rewards","5-agents - total_rewards__MIN","5-agents - total_rewards__MAX","1-agent - total_rewards","1-agent - total_rewards__MIN","1-agent - total_rewards__MAX"
"754","3.0856","3.0856","3.0856","5.334","5.334","5.334","2.8516","2.8516","2.8516","0","0","0","0","0","0"
"755","4.1064","4.1064","4.1064","4.065200000000001","4.065200000000001","4.065200000000001","0.9892","0.9892","0.9892","0.2944","0.2944","0.2944","0","0","0"
"756","4.2368","4.2368","4.2368","2.1144","2.1144","2.1144","1.9352","1.9352","1.9352","0","0","0","0","0","0"
"757","8.483600000000001","8.483600000000001","8.483600000000001","3.4043999999999994","3.4043999999999994","3.4043999999999994","0","0","0","0.7192000000000001","0.7192000000000001","0.7192000000000001","0","0","0"
"758","4.7652","4.7652","4.7652","1.5499999999999998","1.5499999999999998","1.5499999999999998","0.9784","0.9784","0.9784","0","0","0","0","0","0"
"759","3.056","3.056","3.056","0.3448","0.3448","0.3448","2.3116","2.3116","2.3116","1.7804","1.7804","1.7804","0","0","0"
"760","3.8264000000000005","3.8264000000000005","3.8264000000000005","1.9271999999999998","1.9271999999999998","1.9271999999999998","2.56","2.56","2.56","1.0604","1.0604","1.0604","0","0","0"
"761","1.2187999999999999","1.2187999999999999","1.2187999999999999","3.6104000000000003","3.6104000000000003","3.6104000000000003","1.6292","1.6292","1.6292","0.9892","0.9892","0.9892","0","0","0"
"762","5.4916","5.4916","5.4916","2.956","2.956","2.956","2.3052","2.3052","2.3052","0.8416","0.8416","0.8416","0","0","0"
"763","1.8588","1.8588","1.8588","0.7804","0.7804","0.7804","1.6472","1.6472","1.6472","0.6255999999999999","0.6255999999999999","0.6255999999999999","0","0","0"
"764","2.7788000000000004","2.7788000000000004","2.7788000000000004","3.1064000000000003","3.1064000000000003","3.1064000000000003","2.5536000000000003","2.5536000000000003","2.5536000000000003","0.7552","0.7552","0.7552","0","0","0"
"765","2.1432","2.1432","2.1432","2.0388","2.0388","2.0388","1.9460000000000002","1.9460000000000002","1.9460000000000002","0.5348","0.5348","0.5348","0","0","0"
"766","5.8839999999999995","5.8839999999999995","5.8839999999999995","3.8335999999999997","3.8335999999999997","3.8335999999999997","1.6688","1.6688","1.6688","0","0","0","0","0","0"
"767","4.3","4.3","4.3","1.9316","1.9316","1.9316","2.6500000000000004","2.6500000000000004","2.6500000000000004","2.1136","2.1136","2.1136","0","0","0"
"768","4.6256","4.6256","4.6256","5.538399999999999","5.538399999999999","5.538399999999999","0.8848","0.8848","0.8848","0.5356","0.5356","0.5356","0","0","0"
"769","2.316","2.316","2.316","4.6076","4.6076","4.6076","0.964","0.964","0.964","0.2764","0.2764","0.2764","0","0","0"
"770","2.8192","2.8192","2.8192","2.4635999999999996","2.4635999999999996","2.4635999999999996","2.0675999999999997","2.0675999999999997","2.0675999999999997","2.3448","2.3448","2.3448","0","0","0"
"771","4.055199999999999","4.055199999999999","4.055199999999999","5.442","5.442","5.442","0.766","0.766","0.766","1.6463999999999999","1.6463999999999999","1.6463999999999999","0","0","0"
"772","2.8768","2.8768","2.8768","4.5528","4.5528","4.5528","0.9676","0.9676","0.9676","0.65","0.65","0.65","0","0","0"
"773","4.948","4.948","4.948","2.9623999999999997","2.9623999999999997","2.9623999999999997","0.22960000000000003","0.22960000000000003","0.22960000000000003","0.8848","0.8848","0.8848","0","0","0"
"774","5.2684","5.2684","5.2684","5.442","5.442","5.442","2.1108","2.1108","2.1108","0.9784","0.9784","0.9784","0","0","0"
"775","3.7536","3.7536","3.7536","1.6536","1.6536","1.6536","0","0","0","0.4276","0.4276","0.4276","0","0","0"
"776","4.758000000000001","4.758000000000001","4.758000000000001","6.0904","6.0904","6.0904","2.956","2.956","2.956","0.8048","0.8048","0.8048","0","0","0"
"777","5.5816","5.5816","5.5816","2.074","2.074","2.074","1.2035999999999998","1.2035999999999998","1.2035999999999998","2.5572","2.5572","2.5572","0","0","0"
"778","2.768","2.768","2.768","4.55","4.55","4.55","3.8200000000000003","3.8200000000000003","3.8200000000000003","0.586","0.586","0.586","0","0","0"
"779","4.4288","4.4288","4.4288","2.3556","2.3556","2.3556","3.0064","3.0064","3.0064","0.15039999999999998","0.15039999999999998","0.15039999999999998","0","0","0"
"780","2.9768","2.9768","2.9768","2.8023999999999996","2.8023999999999996","2.8023999999999996","1.8596","1.8596","1.8596","1.9811999999999999","1.9811999999999999","1.9811999999999999","0","0","0"
"781","2.2908","2.2908","2.2908","3.6031999999999997","3.6031999999999997","3.6031999999999997","1.9172","1.9172","1.9172","0.9388","0.9388","0.9388","0","0","0"
"782","4.1415999999999995","4.1415999999999995","4.1415999999999995","7.125199999999999","7.125199999999999","7.125199999999999","1.3988","1.3988","1.3988","1.1612","1.1612","1.1612","0","0","0"
"783","6.016399999999999","6.016399999999999","6.016399999999999","1.5312000000000001","1.5312000000000001","1.5312000000000001","0.9136","0.9136","0.9136","0","0","0","0","0","0"
"784","6.4656","6.4656","6.4656","5.363999999999999","5.363999999999999","5.363999999999999","1.73","1.73","1.73","0.7372000000000001","0.7372000000000001","0.7372000000000001","0","0","0"
"785","4.3124","4.3124","4.3124","4.5808","4.5808","4.5808","0","0","0","1.9460000000000002","1.9460000000000002","1.9460000000000002","0","0","0"
"786","5.704","5.704","5.704","0.6103999999999999","0.6103999999999999","0.6103999999999999","1.4844000000000002","1.4844000000000002","1.4844000000000002","0","0","0","0","0","0"
"787","1.4736","1.4736","1.4736","3.3944","3.3944","3.3944","0.9496","0.9496","0.9496","0.9748","0.9748","0.9748","0","0","0"
"788","4.7616000000000005","4.7616000000000005","4.7616000000000005","3.6031999999999997","3.6031999999999997","3.6031999999999997","2.4744","2.4744","2.4744","2.3988","2.3988","2.3988","0","0","0"
"789","5.444","5.444","5.444","1.7544","1.7544","1.7544","2.3015999999999996","2.3015999999999996","2.3015999999999996","0.6255999999999999","0.6255999999999999","0.6255999999999999","0.5932","0.5932","0.5932"
"790","3.1648","3.1648","3.1648","5.1532","5.1532","5.1532","1.7912","1.7912","1.7912","0.5680000000000001","0.5680000000000001","0.5680000000000001","0","0","0"
"791","3.5232","3.5232","3.5232","2.9956","2.9956","2.9956","2.6075999999999997","2.6075999999999997","2.6075999999999997","0","0","0","0","0","0"
"792","4.6456","4.6456","4.6456","2.8372","2.8372","2.8372","2.4852","2.4852","2.4852","0.9784","0.9784","0.9784","0","0","0"
"793","4.086799999999999","4.086799999999999","4.086799999999999","2.6544","2.6544","2.6544","0.9604","0.9604","0.9604","0.9784","0.9784","0.9784","0","0","0"
"794","1.7219999999999998","1.7219999999999998","1.7219999999999998","1.9567999999999999","1.9567999999999999","1.9567999999999999","0.5428","0.5428","0.5428","0.9955999999999998","0.9955999999999998","0.9955999999999998","0","0","0"
"795","2.3916","2.3916","2.3916","5.0632","5.0632","5.0632","0","0","0","0.5895999999999999","0.5895999999999999","0.5895999999999999","0","0","0"
"796","6.4124","6.4124","6.4124","0","0","0","1.0604","1.0604","1.0604","3.3980000000000006","3.3980000000000006","3.3980000000000006","0","0","0"
"797","2.8291999999999997","2.8291999999999997","2.8291999999999997","2.6723999999999997","2.6723999999999997","2.6723999999999997","1.5528000000000002","1.5528000000000002","1.5528000000000002","1.64","1.64","1.64","0","0","0"
"798","3.6544","3.6544","3.6544","3.614","3.614","3.614","0.8048","0.8048","0.8048","0.35919999999999996","0.35919999999999996","0.35919999999999996","0","0","0"
"799","0","0","0","4.4952000000000005","4.4952000000000005","4.4952000000000005","0.8704000000000001","0.8704000000000001","0.8704000000000001","0","0","0","0","0","0"
"800","2.9559999999999995","2.9559999999999995","2.9559999999999995","2.8047999999999997","2.8047999999999997","2.8047999999999997","2.1388","2.1388","2.1388","0","0","0","0","0","0"
"801","3.5383999999999998","3.5383999999999998","3.5383999999999998","1.5907999999999998","1.5907999999999998","1.5907999999999998","3.765199999999999","3.765199999999999","3.765199999999999","0","0","0","0","0","0"
"802","5.225199999999999","5.225199999999999","5.225199999999999","7.6924","7.6924","7.6924","1.9668","1.9668","1.9668","0","0","0","0","0","0"
"803","3.0156","3.0156","3.0156","5.563599999999999","5.563599999999999","5.563599999999999","0.982","0.982","0.982","2.4276","2.4276","2.4276","0","0","0"
"804","3.6580000000000004","3.6580000000000004","3.6580000000000004","5.257599999999999","5.257599999999999","5.257599999999999","3.9776","3.9776","3.9776","0.9388","0.9388","0.9388","0","0","0"
"805","5.4152000000000005","5.4152000000000005","5.4152000000000005","1.7804","1.7804","1.7804","2.7084","2.7084","2.7084","1.6643999999999999","1.6643999999999999","1.6643999999999999","0","0","0"
"806","2.3916","2.3916","2.3916","3.4779999999999998","3.4779999999999998","3.4779999999999998","0","0","0","0.4636","0.4636","0.4636","0","0","0"
"807","3.5068","3.5068","3.5068","5.6499999999999995","5.6499999999999995","5.6499999999999995","0.9856","0.9856","0.9856","0","0","0","0","0","0"
"808","3.0496","3.0496","3.0496","7.265599999999999","7.265599999999999","7.265599999999999","3.7876000000000003","3.7876000000000003","3.7876000000000003","0","0","0","0","0","0"
"809","5.340399999999999","5.340399999999999","5.340399999999999","2.4052","2.4052","2.4052","1.262","1.262","1.262","0.7724","0.7724","0.7724","0","0","0"
"810","3.4015999999999997","3.4015999999999997","3.4015999999999997","3.5968","3.5968","3.5968","1.4816","1.4816","1.4816","0.4059999999999999","0.4059999999999999","0.4059999999999999","0","0","0"
"811","3.2368","3.2368","3.2368","7.7112","7.7112","7.7112","0.4276","0.4276","0.4276","0","0","0","0","0","0"
"812","4.136","4.136","4.136","0.9912","0.9912","0.9912","1.5088","1.5088","1.5088","0.9668","0.9668","0.9668","0","0","0"
"813","5.295599999999999","5.295599999999999","5.295599999999999","0","0","0","4.0064","4.0064","4.0064","0.9676","0.9676","0.9676","0","0","0"
"814","0.8336","0.8336","0.8336","5.1972","5.1972","5.1972","0.28359999999999996","0.28359999999999996","0.28359999999999996","1.9604","1.9604","1.9604","0","0","0"
"815","2.5816","2.5816","2.5816","2.9164000000000003","2.9164000000000003","2.9164000000000003","2.8983999999999996","2.8983999999999996","2.8983999999999996","1.73","1.73","1.73","0","0","0"
"816","4.4564","4.4564","4.4564","3.7939999999999996","3.7939999999999996","3.7939999999999996","2.8704","2.8704","2.8704","2.6184","2.6184","2.6184","0","0","0"
"817","5.4376","5.4376","5.4376","2.8948","2.8948","2.8948","4.1396","4.1396","4.1396","1.892","1.892","1.892","0","0","0"
"818","3.3016","3.3016","3.3016","4.393599999999999","4.393599999999999","4.393599999999999","1.748","1.748","1.748","0","0","0","0","0","0"
"819","3.0604","3.0604","3.0604","3.0784","3.0784","3.0784","2.1","2.1","2.1","0.874","0.874","0.874","0","0","0"
"820","4.4816","4.4816","4.4816","4.4448","4.4448","4.4448","0.8976000000000001","0.8976000000000001","0.8976000000000001","1.9567999999999999","1.9567999999999999","1.9567999999999999","0","0","0"
"821","4.709599999999999","4.709599999999999","4.709599999999999","4.182","4.182","4.182","0.9748","0.9748","0.9748","0","0","0","0","0","0"
"822","4.8256","4.8256","4.8256","5.1648","5.1648","5.1648","0","0","0","0.7624","0.7624","0.7624","0","0","0"
"823","2.3196","2.3196","2.3196","2.7328","2.7328","2.7328","0.964","0.964","0.964","0","0","0","0","0","0"
"824","4.0316","4.0316","4.0316","5.7068","5.7068","5.7068","0.982","0.982","0.982","0.3268","0.3268","0.3268","0","0","0"
"825","0.5563999999999999","0.5563999999999999","0.5563999999999999","3.1748","3.1748","3.1748","0","0","0","0.9424","0.9424","0.9424","0","0","0"
"826","2.9472000000000005","2.9472000000000005","2.9472000000000005","2.856","2.856","2.856","0","0","0","1.9136000000000002","1.9136000000000002","1.9136000000000002","0","0","0"
"827","2.596","2.596","2.596","5.1972","5.1972","5.1972","1.7795999999999998","1.7795999999999998","1.7795999999999998","0.2764","0.2764","0.2764","0","0","0"
"828","7.588","7.588","7.588","3.0568000000000004","3.0568000000000004","3.0568000000000004","2.2224","2.2224","2.2224","0.6868000000000001","0.6868000000000001","0.6868000000000001","0","0","0"
"829","3.136","3.136","3.136","4.6688","4.6688","4.6688","2.6256","2.6256","2.6256","0.9064","0.9064","0.9064","0","0","0"
"830","1.3936000000000002","1.3936000000000002","1.3936000000000002","1.984","1.984","1.984","1.9100000000000001","1.9100000000000001","1.9100000000000001","3.1648","3.1648","3.1648","0","0","0"
"831","5.2552","5.2552","5.2552","3.7184","3.7184","3.7184","2.3520000000000003","2.3520000000000003","2.3520000000000003","0","0","0","0","0","0"
"832","3.5744","3.5744","3.5744","4.2036","4.2036","4.2036","2.5995999999999997","2.5995999999999997","2.5995999999999997","2.37","2.37","2.37","0","0","0"
"833","6.529599999999999","6.529599999999999","6.529599999999999","3.9272","3.9272","3.9272","2.4276","2.4276","2.4276","0","0","0","0","0","0"
"834","4.272","4.272","4.272","4.0236","4.0236","4.0236","3.6292","3.6292","3.6292","1.1936","1.1936","1.1936","0","0","0"
"835","0.12519999999999998","0.12519999999999998","0.12519999999999998","1.758","1.758","1.758","2.5824","2.5824","2.5824","0","0","0","0","0","0"
"836","4.1144","4.1144","4.1144","2.2188","2.2188","2.2188","0","0","0","0","0","0","0","0","0"
"837","4.956","4.956","4.956","2.8084000000000002","2.8084000000000002","2.8084000000000002","1.2944","1.2944","1.2944","0","0","0","0","0","0"
"838","3.8372","3.8372","3.8372","1.298","1.298","1.298","0.9352","0.9352","0.9352","0.9352","0.9352","0.9352","0","0","0"
"839","5.308","5.308","5.308","2.9416","2.9416","2.9416","2.5572","2.5572","2.5572","2.5204","2.5204","2.5204","0","0","0"
"840","5.5636","5.5636","5.5636","2.4232000000000005","2.4232000000000005","2.4232000000000005","2.8415999999999997","2.8415999999999997","2.8415999999999997","1.5463999999999998","1.5463999999999998","1.5463999999999998","0","0","0"
"841","3.9667999999999997","3.9667999999999997","3.9667999999999997","3.4339999999999997","3.4339999999999997","3.4339999999999997","4.092","4.092","4.092","0","0","0","0","0","0"
"842","4.0884","4.0884","4.0884","4.3835999999999995","4.3835999999999995","4.3835999999999995","1.3692","1.3692","1.3692","1.9020000000000001","1.9020000000000001","1.9020000000000001","0","0","0"
"843","3.5284000000000004","3.5284000000000004","3.5284000000000004","3.6184","3.6184","3.6184","0.8147999999999999","0.8147999999999999","0.8147999999999999","1.2792","1.2792","1.2792","0","0","0"
"844","0.2799999999999999","0.2799999999999999","0.2799999999999999","1.4203999999999999","1.4203999999999999","1.4203999999999999","2.1684","2.1684","2.1684","0.9352","0.9352","0.9352","0","0","0"
"845","8.9344","8.9344","8.9344","2.8076","2.8076","2.8076","2.784","2.784","2.784","1.0495999999999999","1.0495999999999999","1.0495999999999999","0","0","0"
"846","3.4924","3.4924","3.4924","1.9308","1.9308","1.9308","1.9460000000000002","1.9460000000000002","1.9460000000000002","0","0","0","0","0","0"
"847","2.6248","2.6248","2.6248","2.5635999999999997","2.5635999999999997","2.5635999999999997","2.9884","2.9884","2.9884","0.12160000000000004","0.12160000000000004","0.12160000000000004","0","0","0"
"848","5.4628","5.4628","5.4628","0.8596","0.8596","0.8596","2.6976","2.6976","2.6976","0.8524","0.8524","0.8524","0","0","0"
"849","2.3044000000000002","2.3044000000000002","2.3044000000000002","0.9279999999999999","0.9279999999999999","0.9279999999999999","1.8624","1.8624","1.8624","0","0","0","0","0","0"
"850","5.0956","5.0956","5.0956","2.6508000000000003","2.6508000000000003","2.6508000000000003","3.1936","3.1936","3.1936","1.5032","1.5032","1.5032","0","0","0"
"851","3.73","3.73","3.73","3.4943999999999997","3.4943999999999997","3.4943999999999997","1.7084000000000001","1.7084000000000001","1.7084000000000001","0.7876","0.7876","0.7876","0","0","0"
"852","1.5636","1.5636","1.5636","3.992","3.992","3.992","3.0999999999999996","3.0999999999999996","3.0999999999999996","0.7156","0.7156","0.7156","0","0","0"
"853","1.892","1.892","1.892","2.7084","2.7084","2.7084","1.9352","1.9352","1.9352","1.5932","1.5932","1.5932","0","0","0"
"854","3.4996","3.4996","3.4996","5.927199999999999","5.927199999999999","5.927199999999999","2.6184","2.6184","2.6184","1.136","1.136","1.136","0","0","0"
"855","0","0","0","4.2296","4.2296","4.2296","1.604","1.604","1.604","0","0","0","0","0","0"
"856","3.604","3.604","3.604","2.7796","2.7796","2.7796","0","0","0","0","0","0","0","0","0"
"857","5.911199999999999","5.911199999999999","5.911199999999999","4.5204","4.5204","4.5204","0.982","0.982","0.982","1.8452","1.8452","1.8452","0","0","0"
"858","4.822799999999999","4.822799999999999","4.822799999999999","2.532","2.532","2.532","1.6256","1.6256","1.6256","0.4888","0.4888","0.4888","0","0","0"
"859","6.7616","6.7616","6.7616","4.1792","4.1792","4.1792","4.316","4.316","4.316","1.9100000000000001","1.9100000000000001","1.9100000000000001","0","0","0"
"860","3.0848","3.0848","3.0848","1.8668","1.8668","1.8668","2.5932","2.5932","2.5932","0.9604","0.9604","0.9604","0","0","0"
"861","6.5851999999999995","6.5851999999999995","6.5851999999999995","0.766","0.766","0.766","2.3008","2.3008","2.3008","0.11080000000000001","0.11080000000000001","0.11080000000000001","0","0","0"
"862","2.7443999999999997","2.7443999999999997","2.7443999999999997","0.982","0.982","0.982","0.9892","0.9892","0.9892","0","0","0","0","0","0"
"863","3.5679999999999996","3.5679999999999996","3.5679999999999996","2.3244000000000002","2.3244000000000002","2.3244000000000002","1.3304","1.3304","1.3304","0","0","0","0","0","0"
"864","5.6096","5.6096","5.6096","2.1936","2.1936","2.1936","1.3719999999999999","1.3719999999999999","1.3719999999999999","0.964","0.964","0.964","0","0","0"
"865","0.8976","0.8976","0.8976","1.1864","1.1864","1.1864","1.5347999999999997","1.5347999999999997","1.5347999999999997","0.9712","0.9712","0.9712","0","0","0"
"866","3.9236","3.9236","3.9236","6.6212","6.6212","6.6212","1.614","1.614","1.614","1.5103999999999997","1.5103999999999997","1.5103999999999997","0","0","0"
"867","2.4168","2.4168","2.4168","4.7796","4.7796","4.7796","2.1756","2.1756","2.1756","0","0","0","0","0","0"
"868","4.6672","4.6672","4.6672","2.7896","2.7896","2.7896","1.7615999999999998","1.7615999999999998","1.7615999999999998","0","0","0","0","0","0"
"869","5.549200000000001","5.549200000000001","5.549200000000001","3.4232","3.4232","3.4232","1.9352","1.9352","1.9352","1.1683999999999999","1.1683999999999999","1.1683999999999999","0","0","0"
"870","5.545599999999999","5.545599999999999","5.545599999999999","1.928","1.928","1.928","0.964","0.964","0.964","0.4888","0.4888","0.4888","0","0","0"
"871","3.2","3.2","3.2","5.9804","5.9804","5.9804","3.7984","3.7984","3.7984","0.1684","0.1684","0.1684","0","0","0"
"872","6.135199999999999","6.135199999999999","6.135199999999999","2.226","2.226","2.226","1.6212","1.6212","1.6212","0","0","0","0","0","0"
"873","5.2324","5.2324","5.2324","2.0748","2.0748","2.0748","0.4736","0.4736","0.4736","0.9208000000000001","0.9208000000000001","0.9208000000000001","0","0","0"
"874","6.752800000000001","6.752800000000001","6.752800000000001","7.6988","7.6988","7.6988","3.1792","3.1792","3.1792","0","0","0","0","0","0"
"875","6.6168","6.6168","6.6168","1.7616","1.7616","1.7616","1.9460000000000002","1.9460000000000002","1.9460000000000002","1.19","1.19","1.19","0","0","0"
"876","4.973199999999999","4.973199999999999","4.973199999999999","4.7572","4.7572","4.7572","3.1919999999999993","3.1919999999999993","3.1919999999999993","0.6688000000000001","0.6688000000000001","0.6688000000000001","0","0","0"
"877","3.1495999999999995","3.1495999999999995","3.1495999999999995","2.5492","2.5492","2.5492","0.4456","0.4456","0.4456","1.8956","1.8956","1.8956","0","0","0"
"878","10.1676","10.1676","10.1676","6.6975999999999996","6.6975999999999996","6.6975999999999996","1.6472","1.6472","1.6472","0","0","0","0","0","0"
"879","6.38","6.38","6.38","1.8812","1.8812","1.8812","1.6004","1.6004","1.6004","1.604","1.604","1.604","0","0","0"
"880","2.5787999999999998","2.5787999999999998","2.5787999999999998","6.5771999999999995","6.5771999999999995","6.5771999999999995","0","0","0","0.5104","0.5104","0.5104","0","0","0"
"881","2.064","2.064","2.064","2.8776","2.8776","2.8776","1.8487999999999998","1.8487999999999998","1.8487999999999998","1.7508000000000001","1.7508000000000001","1.7508000000000001","0","0","0"
"882","2.5032","2.5032","2.5032","4.0884","4.0884","4.0884","0.866","0.866","0.866","0.43479999999999996","0.43479999999999996","0.43479999999999996","0","0","0"
"883","6.2288","6.2288","6.2288","1.4556","1.4556","1.4556","1.9136","1.9136","1.9136","0","0","0","0","0","0"
"884","2.5816","2.5816","2.5816","2.2908","2.2908","2.2908","1.2332","1.2332","1.2332","0","0","0","0","0","0"
"885","3.264","3.264","3.264","5.0532","5.0532","5.0532","1.5608","1.5608","1.5608","1.4744","1.4744","1.4744","0","0","0"
"886","5.308800000000001","5.308800000000001","5.308800000000001","2.1244","2.1244","2.1244","2.2828","2.2828","2.2828","0.9856","0.9856","0.9856","0","0","0"
"887","8.4144","8.4144","8.4144","4.0767999999999995","4.0767999999999995","4.0767999999999995","2.1532","2.1532","2.1532","0.9676","0.9676","0.9676","0","0","0"
"888","4.1036","4.1036","4.1036","2.7328","2.7328","2.7328","3.074","3.074","3.074","2.2692","2.2692","2.2692","0","0","0"
"889","1.2136","1.2136","1.2136","5.617600000000001","5.617600000000001","5.617600000000001","1.3088","1.3088","1.3088","0.8452","0.8452","0.8452","0","0","0"
"890","5.7292","5.7292","5.7292","5.398","5.398","5.398","1.5139999999999998","1.5139999999999998","1.5139999999999998","0.874","0.874","0.874","0","0","0"
"891","4.0028","4.0028","4.0028","1.6420000000000003","1.6420000000000003","1.6420000000000003","0.9532","0.9532","0.9532","1.6508","1.6508","1.6508","0","0","0"
"892","1.3043999999999998","1.3043999999999998","1.3043999999999998","0.5059999999999999","0.5059999999999999","0.5059999999999999","0.9496","0.9496","0.9496","0","0","0","0","0","0"
"893","5.7292","5.7292","5.7292","4.9508","4.9508","4.9508","0.9604","0.9604","0.9604","0.9604","0.9604","0.9604","0","0","0"
"894","4.6068","4.6068","4.6068","3.3172","3.3172","3.3172","2.6832000000000003","2.6832000000000003","2.6832000000000003","0","0","0","0","0","0"
"895","4.7904","4.7904","4.7904","4.329599999999999","4.329599999999999","4.329599999999999","0.37360000000000004","0.37360000000000004","0.37360000000000004","1.0748","1.0748","1.0748","0","0","0"
"896","5.0748","5.0748","5.0748","1.406","1.406","1.406","0.6832","0.6832","0.6832","0.7372000000000001","0.7372000000000001","0.7372000000000001","0","0","0"
"897","4.7623999999999995","4.7623999999999995","4.7623999999999995","4.174799999999999","4.174799999999999","4.174799999999999","0.982","0.982","0.982","0","0","0","0","0","0"
"898","2.9236","2.9236","2.9236","3.0964","3.0964","3.0964","1.8704","1.8704","1.8704","0.7732","0.7732","0.7732","0","0","0"
"899","2.7004","2.7004","2.7004","2.642","2.642","2.642","1.8832","1.8832","1.8832","0","0","0","0","0","0"
"900","5.984","5.984","5.984","2.3655999999999997","2.3655999999999997","2.3655999999999997","0.5464","0.5464","0.5464","0","0","0","0","0","0"
"901","5.6392","5.6392","5.6392","4.0604000000000005","4.0604000000000005","4.0604000000000005","0","0","0","1.47","1.47","1.47","0","0","0"
"902","6.6536","6.6536","6.6536","2.1216","2.1216","2.1216","0.4636","0.4636","0.4636","0","0","0","0","0","0"
"903","3.1252","3.1252","3.1252","5.344799999999999","5.344799999999999","5.344799999999999","1.6723999999999999","1.6723999999999999","1.6723999999999999","0","0","0","0","0","0"
"904","","","","3.9308","3.9308","3.9308","1.8812","1.8812","1.8812","0","0","0","0","0","0"
"905","","","","2.9848","2.9848","2.9848","0.9676","0.9676","0.9676","1.9208","1.9208","1.9208","0","0","0"
"906","","","","6.0532","6.0532","6.0532","1.3016","1.3016","1.3016","1.1648","1.1648","1.1648","0","0","0"
"907","","","","1.0892","1.0892","1.0892","0","0","0","0","0","0","0","0","0"
"908","","","","3.7399999999999998","3.7399999999999998","3.7399999999999998","1.7624","1.7624","1.7624","0","0","0","0","0","0"
"909","","","","3.5176","3.5176","3.5176","5.5564","5.5564","5.5564","1.9243999999999999","1.9243999999999999","1.9243999999999999","0","0","0"
"910","","","","5.0136","5.0136","5.0136","0.17559999999999998","0.17559999999999998","0.17559999999999998","2.7876","2.7876","2.7876","0","0","0"
"911","","","","3.3764000000000003","3.3764000000000003","3.3764000000000003","0.9676","0.9676","0.9676","1.8128000000000002","1.8128000000000002","1.8128000000000002","0","0","0"
"912","","","","2.848","2.848","2.848","0","0","0","0.9712","0.9712","0.9712","0","0","0"
"913","","","","3.3268","3.3268","3.3268","2.1676","2.1676","2.1676","1.8668","1.8668","1.8668","0","0","0"
"914","","","","3.2216","3.2216","3.2216","2.7832","2.7832","2.7832","0","0","0","0","0","0"
"915","","","","6.851600000000001","6.851600000000001","6.851600000000001","0.7083999999999999","0.7083999999999999","0.7083999999999999","0","0","0","0","0","0"
"916","","","","4.0280000000000005","4.0280000000000005","4.0280000000000005","3.7363999999999997","3.7363999999999997","3.7363999999999997","0.42399999999999993","0.42399999999999993","0.42399999999999993","0","0","0"
"917","","","","1.0928","1.0928","1.0928","2.2008","2.2008","2.2008","0","0","0","0","0","0"
"918","","","","4.901999999999999","4.901999999999999","4.901999999999999","0","0","0","0.262","0.262","0.262","0","0","0"
"919","","","","2.1792","2.1792","2.1792","4.2368","4.2368","4.2368","1.8848","1.8848","1.8848","0","0","0"
"920","","","","3.1532","3.1532","3.1532","1.9163999999999999","1.9163999999999999","1.9163999999999999","0","0","0","0","0","0"
"921","","","","2.7076000000000002","2.7076000000000002","2.7076000000000002","0","0","0","0.6068","0.6068","0.6068","0","0","0"
"922","","","","2.8056","2.8056","2.8056","0.9496","0.9496","0.9496","0","0","0","0","0","0"
"923","","","","0.9928","0.9928","0.9928","2.7084","2.7084","2.7084","0","0","0","0","0","0"
"924","","","","1.9956","1.9956","1.9956","0.8236","0.8236","0.8236","0.9064","0.9064","0.9064","0","0","0"
"925","","","","2.064","2.064","2.064","1.1936","1.1936","1.1936","0.9028","0.9028","0.9028","0","0","0"
"926","","","","5.659199999999999","5.659199999999999","5.659199999999999","1.416","1.416","1.416","1.5032","1.5032","1.5032","0","0","0"
"927","","","","2.709599999999999","2.709599999999999","2.709599999999999","1.7544","1.7544","1.7544","1.4744","1.4744","1.4744","0","0","0"
"928","","","","0.12160000000000004","0.12160000000000004","0.12160000000000004","1.6616","1.6616","1.6616","1.4167999999999998","1.4167999999999998","1.4167999999999998","0","0","0"
"929","","","","4.930000000000001","4.930000000000001","4.930000000000001","2.7032","2.7032","2.7032","0.9604","0.9604","0.9604","0","0","0"
"930","","","","3.5052","3.5052","3.5052","3.0955999999999997","3.0955999999999997","3.0955999999999997","1.9496","1.9496","1.9496","0","0","0"
"931","","","","2.6932","2.6932","2.6932","1.4815999999999998","1.4815999999999998","1.4815999999999998","0","0","0","0","0","0"
"932","","","","4.594400000000001","4.594400000000001","4.594400000000001","0","0","0","2.7912","2.7912","2.7912","0","0","0"
"933","","","","3.2619999999999996","3.2619999999999996","3.2619999999999996","0","0","0","1.8452000000000002","1.8452000000000002","1.8452000000000002","0","0","0"
"934","","","","1.9532","1.9532","1.9532","0.9676","0.9676","0.9676","1.7804","1.7804","1.7804","0","0","0"
"935","","","","2.4384","2.4384","2.4384","1.5355999999999999","1.5355999999999999","1.5355999999999999","2.9244","2.9244","2.9244","0","0","0"
"936","","","","5.577999999999999","5.577999999999999","5.577999999999999","1.892","1.892","1.892","0","0","0","0","0","0"
"937","","","","3.7832","3.7832","3.7832","0.6112","0.6112","0.6112","0.8271999999999999","0.8271999999999999","0.8271999999999999","0","0","0"
